word,phonetic,definition_zh,definition_en,example,tags,audio_file
grain,ɡren,n  谷物； 颗粒； 纹理； 少量,"the natural lines you can see in a substance such as wood, which are the result of its structure",...a grain of wheat.,sholvoir;toefl;exam;core,
credit,'krɛdɪt,vt 把…归于; n  荣誉； 学分； 信用； 贷款,"if something is credited to someone or something, they have achieved it or are the reason for it; an arrangement with a shop, bank etc that allows you to buy something and pay for it later",Much of Manchester United’s success can be credited to their manager.,sholvoir;toefl;exam;core,
oxygen,'ɑksɪdʒən,n  氧， 氧气,"a gas that has no colour or smell, is present in air, and is necessary for most animals and plants to live. It is a chemical element: symbol O",The human brain needs to be without oxygen for only four minutes before permanent damage occurs.,sholvoir;toefl;exam;core,
combine,kəm'baɪn,v  联合， 结合,"if you combine two or more different things, or if they combine, they begin to exist or work together",Diets are most effective when combined with exercise.,sholvoir;toefl;exam;core,
alter,'ɔltɚ,vt  改变,"to change, or to make someone or something change",Her face hadn’t altered much over the years.,sholvoir;toefl;exam;core,
fraudulent,'frɔdʒələnt,adj  欺诈的， 欺骗性的,"intended to deceive people in an illegal way, in order to gain money, power etc",a fraudulent insurance claim,sholvoir;toefl;exam;core,
waste,west,adj 无用的，废弃的；荒芜的; n 浪费；废料，废弃物; vt  浪费， 消耗,"waste materials, substances etc are unwanted because the good part of them has been removed; when something such as money or skills are not used in a way that is effective, useful, or sensible; to use more money, time, energy etc than is useful or sensible",excessive waste in state spending,sholvoir;toefl;exam;core,
approximation,ə'prɑksə'meʃən,n  接近； 近似值,"a number, amount etc that is not exact, but is almost correct",That is a fair approximation of the way in which the next boss is being chosen.,sholvoir;toefl;exam;core,
syllable,'sɪləbl,n  音节,a word or part of a word which contains a single vowel sound,Which syllable does the stress of this word fall on?,sholvoir;toefl;exam;core,
comedy,'kɑmədi,n  喜剧； 喜剧性， 滑稽， 幽默,entertainment that is intended to make people laugh,a career in stand-up comedy,sholvoir;toefl;exam;core,
literacy,'lɪtərəsi,n  有文化， 有教养； 读写能力,the state of being able to read and write,a new adult literacy campaign,sholvoir;toefl;exam;core,
originate,əˈrɪdʒəˌnet,v  起源； 发起； 创立,to come from a particular place or start in a particular situation,How did the plan originate?,sholvoir;toefl;exam;core,
compass,'kʌmpəs,n 罗盘，罗盘仪；,an instrument that shows directions and has a needle that always points north,a map and compass,sholvoir;toefl;exam;core,
soloist,'soloɪst,n  独奏者， 独唱者， 单独表演者,a musician who performs alone or plays an instrument alone,cello soloist Yo Yo Ma,sholvoir;toefl;exam;core,
nonetheless,'nʌnðə'lɛs,adv  虽然如此， 但是， 依然,in spite of the fact that has just been mentioned,The region was extremely beautiful. Nonetheless Gerard could not imagine spending the rest of his life there.,sholvoir;toefl;exam;core,
dispose,dɪ'spoz,v  安排， 布置； 使倾向于,to deal with or settle ,Chinese vases are disposed around the gallery.,sholvoir;toefl;exam;core,
disconcert,'dɪskən'sɝt,vt  使惊慌， 使不安； 使困惑,"to make someone feel slightly confused, embarrassed, or worried",His compliments disconcerted her a little.,sholvoir;toefl;exam;core,
constitution,'kɑnstə'tʊʃən,n  宪法， 章程； 体质； 构成,a set of basic laws and principles that a country or organization is governed by,The right to speak freely is written into the Constitution of the United States.,sholvoir;toefl;exam;core,
paradigm,'pærə'daɪm,n  范例， 典范,a very clear or typical example of something,...a new paradigm of production.,sholvoir;toefl;exam;core,
blend,blɛnd,v 混合，混杂; n  混合； 混合物,"to thoroughly mix together soft or liquid substances to form a single smooth substance; a product such as tea, tobacco, or  whisky  that is a mixture of several different types","Blend the sugar, eggs, and flour.",sholvoir;toefl;exam;core,
overact,'ovɚ'ækt,v  把表演得过火； 表现做作,to act in a play with too much emotion or movement – used to show disapproval,Sometimes he had overacted in his role as Prince.,sholvoir;toefl;exam;core,
fidelity,fɪ'dɛləti,n  忠诚， 忠实； 精确， 逼真,"when you are loyal to your husband, girlfriend etc, by not having sex with anyone else",the importance of marital fidelity,sholvoir;toefl;exam;core,
conceive,kən'siv,v  构思， 构想， 设想； 怀孕,to imagine a particular situation or to think about something in a particular way,Scientists first conceived the idea of the atomic bomb in the 1930’s.,sholvoir;toefl;exam;core,
incursion,ɪn'kɝʒn,n  袭击， 突然入侵； 介入,a sudden attack into an area that belongs to other people,...armed incursions into border areas by rebel forces.,sholvoir;toefl;exam;core,
nonsense,'nɑnsɛns,n  胡说， 废话； 冒失的行为,"ideas, opinions, statements etc that are not true or that seem very stupid",‘I’m a prisoner in my own home.’ ‘Nonsense!’,sholvoir;toefl;exam;core,
stain,sten,v 沾污；留下污渍; n  污点， 污渍,"to accidentally make a mark on something, especially one that cannot be removed, or to be marked in this way; a mark that is difficult to remove, especially one made by a liquid such as blood, coffee, or ink",Be careful you don’t stain the carpet.,sholvoir;toefl;exam;core,
balk,bɔk,v  畏缩； 阻止； 妨碍; n 障碍,to stop someone or something from getting or achieving what they want,Even biology undergraduates may balk at animal experiments.,sholvoir;toefl;exam;core,
electrode,ɪ'lɛktrod,n  电极,a small piece of metal or a wire that is used to send electricity through a system or through a person’s body,The monkeys have electrodes implanted into the brain to measure their brain activity.,sholvoir;toefl;exam;core,
airborne,'ɛr'bɔrn,adj  空气传播的； 空运的,airborne soldiers are trained to fight in areas that they get to by jumping out of a plane,airborne pollutants,sholvoir;toefl;exam;core,
reckless,'rɛkləs,adj  轻率的， 鲁莽的， 无所顾忌的,not caring or worrying about the possible bad or dangerous results of your actions,He was accused of causing death by reckless driving .,sholvoir;toefl;exam;core,
oversleep,ovə'slip,v  睡过头； 睡得过久,to sleep for longer than you intended,Sorry I'm late. I overslept.,sholvoir;toefl;exam;core,
bald,bɔld,adj  光秃的， 秃头的； 简单的， 单调的,having little or no hair on your head,a bald man,sholvoir;toefl;exam;core,
paradox,'pærədɑks,n  似非而是的论点； 自相矛盾的话,a situation that seems strange because it involves two ideas or qualities that are very different,It’s a paradox that in such a rich country there can be so much poverty.,sholvoir;toefl;exam;core,
oratorio,",ɔrə'tɔrɪo",n  清唱剧， 宗教剧,a long piece of music in which a large group of people sing,Its peaks are the symphony and the oratorio.,sholvoir;toefl;exam;core,
x-ray,'eksreɪ,n  X射线， X光； X光照片,a beam of radiation1 that can go through solid objects and is used for photographing the inside of the body,The X-ray showed that her leg was not broken.,sholvoir;toefl;exam;core,
physical,'fɪzɪkl,adj 物理的；物质的，有形的；身体的，肉体的; n  体检,"related to someone’s body rather than their mind or emotions; a thorough examination of someone’s body by a doctor, in order to discover whether they are healthy or have any illnesses or medical problems",She was in constant physical pain.,sholvoir;toefl;exam;core,
categorize,'kætəgə'raɪz,vt  将…分类， 把…加以分类,to put people or things into groups according to the type of person or thing they are,"The population is categorized according to age, sex, and social group.",sholvoir;toefl;exam;core,
mania,'menɪə,n  躁狂； 狂热； 癖好,"a strong desire for something or interest in something, especially one that affects a lot of people at the same time",The mania for dinosaurs began in the late 1800s.,sholvoir;toefl;exam;core,
poetic,po'ɛtɪk,adj  诗歌的； 诗意的,"relating to poetry, or typical of poetry",poetic expression,sholvoir;toefl;exam;core,
opposed,ə'pozd,adj  反对的； 截然不同的,two ideas that are opposed to each other are completely different from each other,The principles of capitalism and socialism are diametrically opposed (= completely opposite ).,sholvoir;toefl;exam;core,
familiarize,fə'mɪlɪəraɪz,vt  使熟悉,"to learn about something so that you understand it, or to teach someone else about something so that they understand it",Employees must familiarize themselves with the health and safety manual.,sholvoir;toefl;exam;core,
apportionment,ə'pɔrʃənmənt; ə'porʃənmənt,n  分派， 分摊， 分配,the act of apportioning ,,sholvoir;toefl;exam;core,
thread,θrɛd,v 穿；穿过，通过; n  线； 线索； 思路,"to put a thread, string, rope etc through a hole; a long thin string of cotton, silk etc used to sew or weave cloth",Will you thread the needle for me?,sholvoir;toefl;exam;core,
enrollment,ɪn'rolmənt,n  登记， 注册； 入学,,,sholvoir;toefl;exam;core,
tyrannical,tɪ'rænɪkl,adj  专制的， 残暴的， 专横的,behaving in a cruel and unfair way towards someone you have power over,a tyrannical parent,sholvoir;toefl;exam;core,
stake,stek,n 股份；赌注；利害关系; vt  以…打赌， 拿…冒险,"if you have a stake in a business, you have  invested  money in it; to risk losing something that is valuable or important to you on the result of something",Young people don’t feel they have a stake in the country’s future.,sholvoir;toefl;exam;core,
fortify,'fɔrtɪfaɪ,vt  支持， 给…以勇气； 加强， 增强； 筑防御工事于,"to build towers, walls etc around an area or city in order to defend it",The town was heavily fortified.,sholvoir;toefl;exam;core,
due,du,adj  到期的； 预期的； 应得的； 恰当的， 适当的； 应支付的,expected to happen or arrive at a particular time,Any money due you will be sent by cheque through the post.,sholvoir;toefl;exam;core,
ripen,'raɪpən,v  成熟,to become ripe or to make something ripe,The apples were ripening on the trees.,sholvoir;toefl;exam;core,
conform,kən'fɔrm,vi  遵守， 服从； 符合； 适应,"to obey a law, rule etc",the pressure on schoolchildren to conform,sholvoir;toefl;exam;core,
bake,bek,v  烘， 烤， 焙,"to cook something using dry heat, in an  oven ",I’m baking some bread.,sholvoir;toefl;exam;core,
authentic,ɔ'θɛntɪk,adj  真正的， 真实的； 逼真的； 可靠的,based on facts,an authentic account,sholvoir;toefl;exam;core,
opal,'opl,n  蛋白石,"a type of white stone with changing colours in it, often used in jewellery",,sholvoir;toefl;exam;core,
lodge,lɑdʒ,v  正式提出； 租住， 借宿； 为…提供住宿； 寄存; n 巢穴；旅社；乡间小屋,"to provide someone with a place to stay for a short time; a small house on the land of a large country house, usually at the main entrance gate",a building used to lodge prisoners of war,sholvoir;toefl;exam;core,
threat,θrɛt,n  恐吓， 威胁； 坏兆头， 危险迹象,a statement in which you tell someone that you will cause them harm or trouble if they do not do what you want,Your threats don’t scare me.,sholvoir;toefl;exam;core,
rayon,'reɑn,n  人造丝， 人造纤维,a smooth artificial cloth used for making clothes,a rayon shirt,sholvoir;toefl;exam;core,
devoid,dɪ'vɔɪd,adj  全无的,to be completely lacking in something,His face was devoid of any warmth or humour.,sholvoir;toefl;exam;core,
mercy,'mɝsi,n  宽恕； 仁慈； 恩惠， 幸运,"if someone shows mercy, they choose to forgive or to be kind to someone who they have the power to hurt or punish",He showed no mercy to his enemies.,sholvoir;toefl;exam;core,
curl,kɝl,v 卷曲，蜷缩; n  卷发； 卷曲状； 卷曲物,"If your hair curls or if you curl it, it is full of curls; a piece of hair that hangs in a curved shape",She has hair that refuses to curl.,sholvoir;toefl;exam;core,
inform,ɪn'fɔrm,vt  通知， 通告； 了解， 熟悉； 告发， 检举， 告密,"If you inform someone of something, you tell them about it",They would inform him of any progress they had made.,sholvoir;toefl;exam;core,
depend,dɪ'pɛnd,v  依靠， 依赖； 取决于,"If you depend on someone or something, you need them in order to be able to survive physically, financially, or emotionally",He depended on his writing for his income.,sholvoir;toefl;exam;core,
dearth,də:θ,n  缺乏， 短缺,a situation in which there are very few of something that people want or need,"EXCEPT as Pearl, in the dearth of human playmates, was thrown more upon the visionary throng which she created.",sholvoir;toefl;exam;core,
commit,kə'mɪt,vt  承诺； 犯错； 犯罪； 忠于,to do something wrong or illegal,Women commit fewer crimes than men.,sholvoir;toefl;exam;core,
patch,pætʃ,vt 修补，打补丁; n  小片， 小块； 补丁； 小块土地,to repair a hole in something by putting a piece of something else over it; a small area of something that is different from the area around it,He and Walker patched the barn roof.,sholvoir;toefl;exam;core,
presidency,'prɛzɪdənsi,n  职位； 任期,"the position of being the president of a country or organization, or the period of time during which someone is president",Roosevelt was elected four times to the presidency of the US.,sholvoir;toefl;exam;core,
scurry,'skɝi,vi&n  急跑， 疾行,"to move quickly with short steps, especially because you are in a hurry",People were scurrying off to work.,sholvoir;toefl;exam;core,
scornful,'skɔ:nful,adj  轻蔑的， 鄙视的,feeling or showing scorn,a scornful look,sholvoir;toefl;exam;core,
cholesterol,kə'lɛstərɔl,n  胆固醇,a chemical substance found in your blood. Too much cholesterol in your body may cause heart disease.,So why would you want to lower your cholesterol?,sholvoir;toefl;exam;core,
magnetic,mæg'nɛtɪk,adj  磁的， 磁石的； 有磁性的； 有吸引力的,concerning or produced by  magnetism ,magnetic forces,sholvoir;toefl;exam;core,
stick,stɪk,v 刺，戳，插；粘住，粘贴；放置；卡住; n  棍， 棒； 手杖,"to attach something to something else using a substance, or to become attached to a surface; a long, specially shaped piece of wood, plastic etc that you use in some sports to hit a ball",This stamp won’t stick properly.,sholvoir;toefl;exam;core,
orbit,'ɔrbɪt,v  作轨道运行; n 轨道；势力范围,"to travel in a curved path around a much larger object such as the Earth, the Sun etc; the curved path travelled by an object which is moving around another much larger object such as the Earth, the Sun etc",The satellite orbits the Earth every 48 hours.,sholvoir;toefl;exam;core,
band,bænd,vi 联合，集合; n  乐队； 群， 伙； 带； 波段， 频带,"to unite; assemble ; a group of musicians, especially a group that plays popular music",We band together to resist our enemy.,sholvoir;toefl;exam;core,
beneficent,bɪ'nɛfɪsnt,adj  有益的； 行善的， 慈善的,"helping people, or resulting in something good",the beneficent properties of natural remedies,sholvoir;toefl;exam;core,
comprise,kəm'praɪz,vt  包含； 由…组成,"to consist of particular parts, groups etc","The house comprises two bedrooms, a kitchen, and a living room.",sholvoir;toefl;exam;core,
moderate,"ˈmɑdərɪt; (for v.,) ˈmɑdərˌeɪt",adj  适度的； 温和的； 普通的; v 缓和，使适中; n  持温和意见的人,"not very large or very small, very hot or very cold, very fast or very slow etc; If you moderate something or if it moderates, it becomes less extreme or violent and easier to deal with or accept; someone whose opinions or beliefs, especially about politics, are not extreme and are considered reasonable by most people",Even moderate amounts of alcohol can be dangerous.,sholvoir;toefl;exam;core,
resident,'rɛzɪdənt,adj 常驻的；居住的; n  居民； 住宿者， 旅客； 住院实习医生,living in a place; someone who lives or stays in a particular place,a resident tutor,sholvoir;toefl;exam;core,
upheaval,ʌp'hivl,n  剧变， 动乱， 大变动,a very big change that often causes problems,political upheaval,sholvoir;toefl;exam;core,
receiver,rɪ'sivɚ,n  接收器； 听筒； 接收者； 官方接管人,the part of a telephone that you hold next to your mouth and ear,The business is in the hands of the receivers .,sholvoir;toefl;exam;core,
gilding,'ɡɪldɪŋ,n  镀金； 贴金层， 镀金层； 金色涂层,Gilding is a layer of gold or gold paint that is put on something,A thin layer of gold or something simulating gold that is applied in gilding.,sholvoir;toefl;exam;core,
execute,'ɛksɪkjut,vt  执行， 履行， 实施； 将…处死， 处决； 完成,"to kill someone, especially legally as a punishment",13 people were summarily executed (= killed without any trial or legal process ) by the guerrillas.,sholvoir;toefl;exam;core,
substantial,səbˈstænʃəl,adj  实质的； 坚固的； 可观的， 大量的,large in amount or number,We have the support of a substantial number of parents.,sholvoir;toefl;exam;core,
balm,bɑm,n  香脂油， 药膏； 镇痛剂， 安慰剂,"an oily liquid with a strong pleasant smell that you rub into your skin, often to reduce pain",lip balm,sholvoir;toefl;exam;core,
paleolithic,",pelɪo'lɪθɪk",adj 旧石器时代的; n  旧石器时代,,Paleolithic man could only make the most basic stone tools.,sholvoir;toefl;exam;core,
benefit,'bɛnɪfɪt,v  受益； 得益于; n 益处，好处；恩惠；津贴,"if you benefit from something, or it benefits you, it gives you an advantage, improves your life, or helps you in some way; an advantage, improvement, or help that you get from something",They are working together to benefit the whole community.,sholvoir;toefl;exam;core,
quality,'kwɑləti,adj  优良的， 优质的; n 质，质量；品德，品质；性质，特性,very good – used especially by people who are trying to sell something; how good or bad something is,quality childcare at prices people can afford,sholvoir;toefl;exam;core,
unique,jʊ'nik,adj  唯一的； 独特的， 罕见的； 特有的,being the only one of its kind,Each person’s fingerprints are unique.,sholvoir;toefl;exam;core,
boost,bʊst,vt 提高，推进；替…做广告，宣扬; n  增加， 帮助,"if a  rocket  or motor boosts a  spacecraft  , it makes it go up into space or go in a particular direction; something that gives someone more confidence, or that helps something increase, improve, or become successful",The new resort area has boosted tourism.,sholvoir;toefl;exam;core,
sober,'sobɚ,adj 清醒的，未醉的；持重的，冷静的；素净的; v  清醒； 变得冷静,"not drunk; to become more serious in behaviour or attitude, or to make someone become more serious",He’s a nice guy when he’s sober.,sholvoir;toefl;exam;core,
male,mel,adj 雄的，公的；,a male person or animal cannot have babies or lay eggs,adult male bears,sholvoir;toefl;exam;core,
maternal,mə'tɝnl,adj  母亲的， 母系的,typical of the way a good mother behaves or feels,Annie was wonderfully warm and maternal.,sholvoir;toefl;exam;core,
prolific,prə'lɪfɪk,adj  多产的； 富有创造力的,"a prolific artist, writer etc produces many works of art, books etc",Handel’s prolific output of opera,sholvoir;toefl;exam;core,
expel,ɪk'spɛl,vt  开除； 驱逐； 排出,to officially force someone to leave a school or organization,More than five-thousand high school students have been expelled for cheating.,sholvoir;toefl;exam;core,
shelter,'ʃɛltɚ,n 掩蔽处，庇护所；居所，住所；掩蔽，保护; vt  保护， 掩蔽； 躲避,"protection from danger or from wind, rain, hot sun etc; to stay in or under a place where you are protected from the weather or from danger",The men took shelter in a bombed-out farmhouse.,sholvoir;toefl;exam;core,
externality,",ɛkstɚ'næləti",n  外部性， 外界效应,the state or condition of being external ,,sholvoir;toefl;exam;core,
latitude,'lætɪtud,n 纬度；,"the distance north or south of the equator(= the imaginary line around the middle of the world ), measured in degrees",The birds breed in northern latitudes.,sholvoir;toefl;exam;core,
vigor,'vɪgɚ,n  活力， 精力,,They are here to drink in vigor from the youth.,sholvoir;toefl;exam;core,
scan,skæn,vt 细察，审视；扫描；粗略地看，浏览; n  扫描检查； 浏览,"to examine an area carefully but quickly, often because you are looking for a particular person or thing; a medical test in which a special machine produces a picture of something inside your body","He scanned the horizon, but there was no sign of the ship.",sholvoir;toefl;exam;core,
industry,'ɪndəstri,n  勤劳， 勤奋； 工业， 行业,businesses that produce a particular type of thing or provide a particular service,I work in the oil industry.,sholvoir;toefl;exam;core,
eliminate,ɪ'lɪmɪnet,vt  消除； 淘汰,to completely get rid of something that is unnecessary or unwanted,Our team was eliminated in the first round.,sholvoir;toefl;exam;core,
augment,ɔɡ'mɛnt,vt  增加， 提高,"to increase the value, amount, effectiveness etc of something",Any surplus was sold to augment their income.,sholvoir;toefl;exam;core,
tangent,'tændʒənt,adj  切线的， 相切的; n 切线；正切,a straight line that touches the outside of a curve but does not cut across it,Both of approaching and returning movements are along the tangent of the circle.,sholvoir;toefl;exam;core,
benign,bɪ'naɪn,adj  良性的； 有利的； 善良的， 和蔼的,a benign  tumour (=  unnatural growth in the body  )  is not caused by  cancer ,He shook his head in benign amusement.,sholvoir;toefl;exam;core,
destruction,dɪ'strʌkʃən,n  毁坏， 毁灭,the act or process of destroying something or of being destroyed,"{""COLLOINEXA"":[""weapons of mass destruction""]}",sholvoir;toefl;exam;core,
acquit,ə'kwɪt,vt  宣告无罪； 表现,to give a decision in a court of law that someone is not guilty of a crime,All the defendants were acquitted.,sholvoir;toefl;exam;core,
stiff,stɪf,adv  极其， 非常； 僵硬地; adj 硬的，僵直的；呆板的；拘谨的；艰难的，费劲的；强烈的,"If you are bored stiff, worried stiff, or scared stiff, you are extremely bored, worried, or scared; if someone or a part of their body is stiff, their muscles hurt and it is difficult for them to move","Anna tried to look interested. Actually, she was bored stiff.",sholvoir;toefl;exam;core,
prosper,'prɑspɚ,vi  繁荣， 兴旺； 成功,"if people or businesses prosper, they grow and develop in a successful way, especially by becoming rich or making a large profit",Businesses across the state are prospering.,sholvoir;toefl;exam;core,
blizzard,'blɪzɚd,n  暴风雪， 大风雪,a severe snowstorm,We got stuck in a blizzard.,sholvoir;toefl;exam;core,
appeal,ə'pil,vi 上诉，起诉；呼吁，恳求；吸引; n  上诉， 申诉； 呼吁， 恳求； 感染力， 吸引力,"to make a serious public request for help, money, information etc; an urgent request for something important",She is not happy with the decision and plans to appeal.,sholvoir;toefl;exam;core,
swamp,swɑmp,n 沼泽地，湿地; vt  使陷入， 淹没； 使应接不暇， 使疲于应对,land that is always very wet or covered with a layer of water; to suddenly cover an area with a lot of water,I spent one whole night by a swamp behind the road listening to frogs.,sholvoir;toefl;exam;core,
entrepreneur,ˌɑntrəprəˈnɝ​,n  企业家； 承包人,"someone who starts a new business or arranges business deals in order to make money, often in a way that involves financial risks",How would you define personal growth as an entrepreneur?,sholvoir;toefl;exam;core,
transportation,",trænspɔr'teʃən",n  运输； 运输系统， 运输工具,a system or method for carrying passengers or goods from one place to another,"The city needs to improve its public transportation (= buses, trains etc ) .",sholvoir;toefl;exam;core,
dedicate,'dɛdɪket,vt  致力于， 奉献给； 题献词于上,to give all your attention and effort to one particular thing,"She dedicated her first album to Woody Allen, who she says understands her obsession.",sholvoir;toefl;exam;core,
dye,daɪ,v  染色; n 颜料，染料,"to give something a different colour using a dye; a substance you use to change the colour of your clothes, hair etc","The women prepared, spun, and dyed the wool.",sholvoir;toefl;exam;core,
extensive,ɪk'stɛnsɪv,adj  广大的， 广阔的； 广泛的， 大量的,"large in size, amount, or degree",The house stands in extensive grounds.,sholvoir;toefl;exam;core,
monotonous,mə'nɑtənəs,adj  单调的， 无聊的,boring because of always being the same,a monotonous diet,sholvoir;toefl;exam;core,
negate,nɪˈɡet,vt  取消； 否定,to prevent something from having any effect,Efforts to expand the tourist industry could be negated by reports that the sea is highly polluted.,sholvoir;toefl;exam;core,
impart,ɪm'pɑrt,vt  传授； 传达； 给予,to give a particular quality to something,She had information that she couldn’t wait to impart.,sholvoir;toefl;exam;core,
inspire,ɪn'spaɪɚ,vt  鼓舞， 激励； 给…以灵感,to encourage someone by making them feel confident and eager to do something,We need someone who can inspire the team.,sholvoir;toefl;exam;core,
bureaucracy,bjʊ'rɑkrəsi,n  官僚主义， 官僚作风； 政府机构， 官僚机构,"a complicated official system that is annoying or confusing because it has a lot of rules, processes etc",the reduction of unnecessary bureaucracy,sholvoir;toefl;exam;core,
geometry,dʒɪ'ɑmətri,n  几何， 几何学,"the study in  mathematics  of the angles and shapes formed by the relationships of lines, surfaces, and solid objects in space",...the very ordered way in which mathematics and geometry describe nature.,sholvoir;toefl;exam;core,
devote,dɪ'vot,vt  为…付出； 献身于,"to use a particular area, period of time, or amount of space for a specific purpose",He decided to devote the rest of his life to scientific investigation.,sholvoir;toefl;exam;core,
delectable,dɪ'lɛktəbl,adj  美味可口的； 有吸引力的； 令人喜爱的， 赏心悦目的,extremely pleasant to taste or smell,Delectable smells rose from the kitchen.,sholvoir;toefl;exam;core,
barb,bɑrb,n  鱼钩， 倒钩； 挖苦的话,"the sharp curved point of a hook,  arrow  etc that prevents it from being easily pulled out",The barb stung her exactly the way he hoped it would.,sholvoir;toefl;exam;core,
alumnus,ə'lʌmnəs,n 校友，毕业生,"a former student of a school, college etc",President Kennedy was an alumnus of Harvard University.,sholvoir;toefl;exam;core,
far-fetched,'fɑ:'fetʃt,adj  牵强的,extremely unlikely to be true or to happen,"All this may sound a bit far-fetched, but companies are already developing ‘intelligent’ homes.",sholvoir;toefl;exam;core,
approximate,ə'prɑksɪmət,adj  大约的， 近似的; vt  接近， 近似,"an approximate number, amount, or time is close to the exact number, amount etc, but could be a little bit more or less than it; to be close to a particular number",What is the approximate number of students in each class?,sholvoir;toefl;exam;core,
craftsman,'kræftsmən,n  能工巧匠， 手艺人， 工艺师,someone who is very skilled at a particular  craft ,The table in the kitchen was made by a local craftsman.,sholvoir;toefl;exam;core,
project,prəˈdʒɛkt; prɑdʒɛkt,v  放映； 规划； 预测， 推想; n  方案； 课题， 项目； 工程,"to calculate what something will be in the future, using the information you have now; a carefully planned piece of work to get information about something, to build something, to improve something etc",The company projected an annual growth rate of 3%.,sholvoir;toefl;exam;core,
aberrant,æ'bɛrənt,adj  越轨的； 异常的,not usual or normal,aberrant behaviour,sholvoir;toefl;exam;core,
lope,lop,vi 轻松地大步跑; n  轻快的步伐,to run easily with long steps,He was loping across the sand toward Nancy.,sholvoir;toefl;exam;core,
lateral,'lætərəl,adj  侧面的， 旁边的； 横向的,"relating to the sides of something, or movement to the side",The wall is weak and requires lateral support.,sholvoir;toefl;exam;core,
hinterland,'hɪntɚlænd,n  内地， 腹地； 内地贸易区,"an area of land that is far from the coast, large rivers, or the places where people live",the rural hinterland,sholvoir;toefl;exam;core,
nominate,'nɑmɪnet,vt  任命， 指定； 提名， 推荐,"to officially suggest someone or something for an important position, duty, or prize",This week one of them will be nominated by the Democratic Party for the presidency of the United States.,sholvoir;toefl;exam;core,
tread,trɛd,v 踏，践踏；行走; n  轮胎面； 脚步声； 步法,to put your foot on or in something while you are walking; the pattern of lines on the part of a tyre that touches the road,"If I wanted to keep my job, I knew I’d have to tread lightly.",sholvoir;toefl;exam;core,
diameter,daɪ'æmɪtɚ,n  直径,"a straight line from one side of a circle to the other side, passing through the centre of the circle, or the length of this line",...a tube less than a fifth of the diameter of a human hair.,sholvoir;toefl;exam;core,
stationary,'steʃənɛri,adj  静止的； 固定的， 稳定的， 不变的,standing still instead of moving,How did you manage to drive into a stationary vehicle?,sholvoir;toefl;exam;core,
barn,bɑrn,n  谷仓； 牲口棚,"a large farm building for storing crops, or for keeping animals in",,sholvoir;toefl;exam;core,
bark,bɑrk,v  吠叫； 厉声质问; n 树皮；犬吠声,"when a dog barks, it makes a short loud sound or series of sounds; the outer covering of a tree",Don't let the dogs bark.,sholvoir;toefl;exam;core,
kennel,'kɛnl,n  狗窝； 养狗场,a small building made for a dog to sleep in,"Once you have chosen a kennel, make a booking for your pet.",sholvoir;toefl;exam;core,
ellipse,ɪ'lɪps,n  椭圆， 椭圆形,"a curved shape like a circle, but with two slightly longer and flatter sides",The Earth orbits in an ellipse.,sholvoir;toefl;exam;core,
bare,bɛr,adj 赤裸的；光秃的，无遮盖的；最基本的; vt  脱掉； 显露,not covered by clothes,a ragged child with bare feet,sholvoir;toefl;exam;core,
sidewalk,'saɪdwɔk,n  人行道,a hard surface or path at the side of a street for people to walk on,She walked along the sidewalk.,sholvoir;toefl;exam;core,
formidable,'fɔrmɪdəbl,adj  难对付的； 强大的； 令人敬畏的,"very powerful or impressive, and often frightening","The building is grey, formidable, not at all picturesque.",sholvoir;toefl;exam;core,
abound,ə'baʊnd,vi  富于； 大量存在； 充满,to exist in very large numbers,Rumours abound as to the reasons for his resignation.,sholvoir;toefl;exam;core,
suitcase,'sutkes,n  手提箱， 衣箱,"a large case with a handle, used for carrying clothes and possessions when you travel",It did not take Andrew long to pack a suitcase.,sholvoir;toefl;exam;core,
invert,'ɪnvɝt,vt  使倒转， 使倒置， 使颠倒,"to put something in the opposite position to the one it was in before, especially by turning it upside down (= the bottom is on the top and the top is on the bottom )",Invert the cake onto a serving plate.,sholvoir;toefl;exam;core,
discrete,dɪ'skrit,adj  分离的， 个别的； 离散的,clearly separate,The change happens in a series of discrete steps.,sholvoir;toefl;exam;core,
temperate,'tɛmpərət,adj  气候温和的， 温带的； 温和的， 自我克制的,behaviour that is temperate is calm and sensible,The Nile Valley keeps a temperate climate throughout the year.,sholvoir;toefl;exam;core,
immutable,ɪ'mjutəbl,adj  不可改变的， 永恒不变的,never changing or impossible to change,This decision should not be seen as immutable.,sholvoir;toefl;exam;core,
disrupt,dɪs'rʌpt,vt  使中断； 扰乱； 使分裂， 使瓦解,to prevent something from continuing in its usual way by causing problems,Traffic was disrupted by a hoax bomb.,sholvoir;toefl;exam;core,
scar,skɑr,vt 给…留下疤痕；给…留下精神创伤；损害…的外观; n  疤痕； 创伤,"if a wound or cut scars you, it leaves a permanent mark on your body; a permanent mark that is left on your skin after you have had a cut or wound",His hands were badly scarred by the fire.,sholvoir;toefl;exam;core,
abort,ə'bɔrt,v  夭折， 中止； 使流产,to deliberately end a  pregnancy  when the baby is still too young to live,The rescue mission had to be aborted.,sholvoir;toefl;exam;core,
hypothetical,",haɪpə'θɛtɪkl",adj  假设的,"based on a situation that is not real, but that might happen",The question is purely hypothetical .,sholvoir;toefl;exam;core,
coefficient,",koɪ'fɪʃnt",n  系数,the number by which an unknown quantity is multiplied,"In 8pq, the coefficient of pq is 8.",sholvoir;toefl;exam;core,
