word,phonetic,definition_zh,definition_en,example,tags,audio_file
aberration,'æbə'reʃən,n  越轨,,,sholvoir;gre;exam;core,
cavity,'kævəti,n  洞， 腔,a hole or space inside something,Put herbs inside the body cavity of the fish.,sholvoir;gre;exam;core,
finicky,'fɪnɪki,adj  苛求的， 过分讲究的,too concerned with unimportant details and small things that you like or dislike,She’s very finicky about what she eats.,sholvoir;gre;exam;core,
provision,prə'vɪʒn,n  供应；条款,a condition in an agreement or law,The agreement includes a provision for each side to check the other side’s weapons.,sholvoir;gre;exam;core,
recruit,rɪ'krut,v  征募， 招募; n 新兵；新成员,"to get people to join the army, navy etc; someone who has just joined the army, navy, or  air force ",Most of the men in the village were recruited that day.,sholvoir;gre;exam;core,
thrust,θrʌst,v  猛力推； 刺， 戳,to push something somewhere roughly,She thrust a letter into my hand.,sholvoir;gre;exam;core,
demeanour,di'mi:nə,n  举止， 行为,"the way someone behaves, dresses, speaks etc that shows what their character is like","his quiet, reserved demeanour",sholvoir;gre;exam;core,
commence,kə'mɛns,v  开始， 着手,to begin or to start something,Work will commence on the new building immediately.,sholvoir;gre;exam;core,
sporadic,spə'rædɪk,adj  不定时发生的,"happening fairly often, but not regularly",There has been sporadic violence downtown.,sholvoir;gre;exam;core,
configuration,"kən,fɪɡjə'reʃən",n  结构， 配置； 轮廓,the combination of equipment needed to run a computer system,"Prices range from $119 to $199, depending on the particular configuration.",sholvoir;gre;exam;core,
spherical,'sfɪrɪkəl,adj  球的， 球状的,having the shape of a sphere,...purple and gold spherical earrings.,sholvoir;gre;exam;core,
pollster,'polstɚ,n  民意调查员,someone who works for a company that prepares and asks questions to find out what people think about a particular subject,"But Richard rival Hillary Clinton , but pollster Clay Richards says appears some in words inroads.",sholvoir;gre;exam;core,
enmity,'enməti,n  敌意， 仇恨,a feeling of hatred towards someone,I think there is an historic enmity between them.,sholvoir;gre;exam;core,
provenance,'prɑvənəns,n  出处， 起源,the place where something originally came from,The provenance of the paintings is unknown.,sholvoir;gre;exam;core,
extinct,ɪk'stɪŋkt,adj  绝种的， 不存在的,an extinct type of animal or plant does not exist any more,Dinosaurs have been extinct for millions of years.,sholvoir;gre;exam;core,
monolithic,",mɑnə'lɪθɪk",adj  坚若磐石的； 巨大的,"a monolithic building is very large, solid, and impressive",a monolithic movie company,sholvoir;gre;exam;core,
martyr,'mɑrtɚ,n  烈士， 殉道者,someone who dies for their religious or political beliefs and is admired by people for this,"St. Stephen, the first Christian martyr",sholvoir;gre;exam;core,
opaque,o'pek,adj  不透明的； 难懂的,opaque glass or liquid is difficult to see through and often thick,a shower with an opaque glass door,sholvoir;gre;exam;core,
grave,ɡrev,adj 严肃的，庄重的; n  墓穴,"grave problems, situations, or worries are very great or bad; the place in the ground where a dead body is buried",Matthew’s life is in grave danger .,sholvoir;gre;exam;core,
advantage,əd'væntɪdʒ,v  有利于， 有益于; n 利益，益处,,Younger workers tend to be at an advantage (=  have an advantage  ) when applying for jobs.,sholvoir;gre;exam;core,
tepid,'tɛpɪd,adj  微温的； 不热情的,"a feeling, reaction etc that is tepid shows a lack of excitement or interest",a tepid response from the audience,sholvoir;gre;exam;core,
improvident,ɪm'prɑvədənt,adj  无远见的， 不节俭的,too careless to save any money or to plan for the future,,sholvoir;gre;exam;core,
embolden,ɛm'boldən,v  鼓励,,,sholvoir;gre;exam;core,
abortive,ə'bɔrtɪv,adj  无结果的， 失败的,an abortive action is not successful,an abortive military coup,sholvoir;gre;exam;core,
far-reaching,'fɑ:'ri:tʃiŋ,adj  影响深远的,having a great influence or effect,The economy is in danger of collapse unless far-reaching reforms are implemented.,sholvoir;gre;exam;core,
mordant,'mɔrdnt,adj  讥讽的， 尖酸的,unkind and insulting humour etc that is also funny,The play’s mordant comedy makes for compelling viewing.,sholvoir;gre;exam;core,
anticipate,æn'tɪsə'pet,v  预先处理； 预期， 期望,to expect that something will happen and be ready for it,Sales are better than anticipated.,sholvoir;gre;exam;core,
fabricate,'fæbrɪket,v  捏造； 制造,"to invent a story, piece of information etc in order to deceive someone",The police were accused of fabricating evidence.,sholvoir;gre;exam;core,
bullion,'bʊlɪən,n  金条， 银条,bars of gold or silver,gold bullion,sholvoir;gre;exam;core,
temporary,ˈtempəreri,adj  暂时的， 临时的,continuing for only a limited period of time,temporary pain relief,sholvoir;gre;exam;core,
habitat,'hæbə'tæt,n  自然环境， 栖息地,the natural home of a plant or animal,watching monkeys in their natural habitat,sholvoir;gre;exam;core,
optimal,'ɑptəml,adj  最佳的， 最理想的,the best or most suitable,"However, if you want optimal shadow quality and performance, there are some additional things to consider.",sholvoir;gre;exam;core,
hardheaded,'hɑ:d'hedid,adj  讲究实际的， 冷静的， 精明的,,...a hardheaded and shrewd businesswoman.,sholvoir;gre;exam;core,
sacrament,'sækrəmənt,n  圣礼， 圣事,the bread and wine that are eaten at  communion (= an important Christian ceremony ) ,...the holy sacrament of baptism.,sholvoir;gre;exam;core,
frothy,'frɔθi,adj  起泡的； 空洞的,a liquid that is frothy has lots of small  bubbles  on top,a mug of frothy coffee,sholvoir;gre;exam;core,
self-righteousness,ˌself'raɪtʃəsnəs,n  自以为是,,,sholvoir;gre;exam;core,
anguish,'æŋɡwɪʃ,n  极大的痛苦,mental or physical suffering caused by extreme pain or worry,the anguish of not knowing what had happened to her,sholvoir;gre;exam;core,
chimera,kaɪ'mɪrə,n  神话怪物； 梦幻,A chimera is an unrealistic idea that you have about something or a hope that you have that is unlikely to be fulfilled,Religious unity remained as much a chimera as ever.,sholvoir;gre;exam;core,
vie,vaɪ,v  竞争,to compete very hard with someone in order to get something,California is vying with other states to capture a piece of the growing communications market.,sholvoir;gre;exam;core,
refraction,rɪ'frækʃən,n  折射,,The sonobuoy permits recording a refraction profile with only one ship.,sholvoir;gre;exam;core,
enclosure,ɪn'kloʒɚ,n  圈地， 围场,"an area surrounded by a wall or fence, and used for a particular purpose",the bear enclosure at the zoo,sholvoir;gre;exam;core,
absent,ˈæbsnt;(for v.)əbˈsɛnt,v 缺席，不参加away); adj  缺席的,"to not go to a place or take part in an event where people expect you to be; not at work, school, a meeting etc, because you are sick or decide not to go",He has been absent from his desk for two weeks.,sholvoir;gre;exam;core,
emasculate,ɪ'mæskjʊlɪt,v 使柔弱；阉割; adj  柔弱的,to remove all or part of a male’s sex organs,The bill has been emasculated by Congress.,sholvoir;gre;exam;core,
ragged,'ræɡɪd,adj  褴褛的， 破烂的,torn and in bad condition,the ragged blankets on the bed,sholvoir;gre;exam;core,
sanctuary,'sæŋktʃuɛri,n  圣地； 庇护所， 避难所； 庇护,"a peaceful place that is safe and provides protection, especially for people who are in danger",His church became a sanctuary for thousands of people who fled the civil war.,sholvoir;gre;exam;core,
snobbery,'snɑbəri,n  势利,"behaviour or attitudes which show that you think you are better than other people, because you belong to a higher social class or know much more than they do – used to show disapproval","{""COLLOINEXA"":[""intellectual snobbery""]}",sholvoir;gre;exam;core,
conundrum,kə'nʌndrəm,n  谜语； 难题,a confusing and difficult problem,the conundrum of our purpose on Earth,sholvoir;gre;exam;core,
inspired,ɪn'spaɪrd,adj  有创见的， 有灵感的,,an inspired leader,sholvoir;gre;exam;core,
economy,ɪˈkɑnəmɪ,adj  经济的; n 节约；经济,"a product that is cheaper because you are buying a larger amount; the system by which a country’s money and goods are produced and used, or a country considered in this way",...the limitations that come with economy travel.,sholvoir;gre;exam;core,
interdisciplinary,",ɪntɚ'dɪsəplɪnɛri",adj  跨学科的,"involving ideas, information, or people from different subjects or areas of study",an interdisciplinary research centre,sholvoir;gre;exam;core,
staunch,stɔntʃ,adj  坚定的， 忠诚的,"giving strong loyal support to another person, organization, belief etc",a staunch conservative,sholvoir;gre;exam;core,
coeval,ko'ivl,adj  同时代的,of or belonging to the same age or generation ,"The coeval of sushi afterwards and personage began to spread the creation form of ""he tao shi"".",sholvoir;gre;exam;core,
orchard,'ɔrtʃɚd,n  果园,a place where fruit trees are grown,a cherry orchard,sholvoir;gre;exam;core,
heartfelt,'hɑrtfɛlt,adj  衷心的， 诚挚的,very strongly felt and sincere,a heartfelt apology,sholvoir;gre;exam;core,
pilfer,'pilfə,v  偷窃,"to steal things that are not worth much, especially from the place where you work",The staff were pilfering behind the bar.,sholvoir;gre;exam;core,
notch,nɑtʃ,n  V字形切口， 刻痕； 等级， 档次,"a level on a scale that measures something, for example quality or achievement",Her new book is several notches above anything else she has written.,sholvoir;gre;exam;core,
despotic,dɪ'spɑtɪk,adj  专横的， 暴虐的,"If you say that someone is despotic, you are emphasizing that they use their power over other people in a very unfair or cruel way",The country was ruled by a despotic tyrant.,sholvoir;gre;exam;core,
discomfit,dɪs'kʌmfɪt,v  使难堪， 使困惑,"If you are discomfited by something, it causes you to feel slightly embarrassed or confused",He will be particularly discomfited by the governor's dismissal of his plan.,sholvoir;gre;exam;core,
vista,'vɪstə,n  远景； 展望,"the possibility of new experiences, ideas, events etc",Exchange programs open up new vistas for students.,sholvoir;gre;exam;core,
insoluble,ɪn'sɑljəbl,adj  不能溶解的； 不能解决的,an insoluble problem is or seems impossible to solve,insoluble conflicts within the department,sholvoir;gre;exam;core,
appropriate,əˈproprɪət;(for v.) əˈproprɪet,v 拨款；盗用; adj  恰当的,"to take something for yourself when you do not have the right to do this; correct or suitable for a particular time, situation, or purpose",He is suspected of appropriating government funds.,sholvoir;gre;exam;core,
exhale,ɛks'hel,v  呼出； 呼气； 散发,"to breathe air, smoke etc out of your mouth","Take a deep breath, then exhale slowly.",sholvoir;gre;exam;core,
resignation,",rɛzɪɡ'neʃən",n  听从， 顺从； 辞职,"when someone calmly accepts a situation that cannot be changed, even though it is bad",She gave a sigh of resignation.,sholvoir;gre;exam;core,
cede,sid,v  割让， 放弃,"to give something such as an area of land or a right to a country or person, especially when you are forced to","Only a short campaign took place in Puerto Rico, but after the war Spain ceded the island to America.",sholvoir;gre;exam;core,
shiftless,'ʃɪftləs,adj  没出息的， 懒惰的； 无能的,lazy and having no interest in working hard or trying to succeed,...a shiftless husband.,sholvoir;gre;exam;core,
clannish,'klænɪʃ,adj  排他的， 门户之见的,"a group of people who are clannish are very close to each other, and seem unfriendly towards strangers",a clannish community,sholvoir;gre;exam;core,
misrepresentation,",mɪsrɛprɪzɛn'teʃən",n  误传， 不实的陈述,,,sholvoir;gre;exam;core,
typify,'tɪpɪfaɪ,v  代表， 是…的典型,to be a typical example of something,the features which typify a Scottish Highland landscape,sholvoir;gre;exam;core,
perceptive,pɚ'sɛptɪv,adj  感知的， 知觉的； 有洞察力的， 敏锐的,"someone who is perceptive notices things quickly and understands situations, people’s feelings etc well – used to show approval",a perceptive young man,sholvoir;gre;exam;core,
stagnant,'stægnənt,adj  停滞的,"not changing or making progress, and continuing to be in a bad condition",a government plan to revive the stagnant economy,sholvoir;gre;exam;core,
cultivated,'kʌltɪvetɪd,adj  耕种的， 栽培的； 有教养的 having or showing good taste and refinement),"someone who is cultivated is intelligent and knows a lot about music, art, literature etc",a highly cultivated man,sholvoir;gre;exam;core,
density,'dɛnsəti,n  密集， 稠密,the degree to which an area is filled with people or things,areas of high population density,sholvoir;gre;exam;core,
dreary,'drɪri,adj  沉闷的， 乏味的,dull and making you feel sad or bored,the same dreary routine,sholvoir;gre;exam;core,
stunt,stʌnt,v 阻碍; n  特技， 绝技,"to stop something or someone from growing to their full size or developing properly; a dangerous action that is done to entertain people, especially in a film",Lack of sunlight will stunt the plant’s growth.,sholvoir;gre;exam;core,
characterize,'kærəktə'raɪz,v  表现…的特色， 刻画…的性格,to describe the qualities of someone or something in a particular way,Bright colours characterize his paintings.,sholvoir;gre;exam;core,
ridiculous,rɪ'dɪkjələs,adj  荒谬的， 可笑的,very silly or unreasonable,That’s a ridiculous idea!,sholvoir;gre;exam;core,
severe,səˈvɪr,adj  严厉的； 剧烈的,"severe problems, injuries, illnesses etc are very bad or very serious",His injuries were quite severe.,sholvoir;gre;exam;core,
monopolize,mə'nɑpə'laɪz,v  垄断， 独占,to have complete control over something so that other people cannot share it or take part in it,The company has monopolized the soft drinks market.,sholvoir;gre;exam;core,
lease,lis,v  出租; n 租约；租期,"to use a building, car etc under a lease; a legal agreement which allows you to use a building, car etc for a period of time, in return for rent",I’m interested in leasing your cottage.,sholvoir;gre;exam;core,
exploit,ɛksplɔɪt; ɪkˈsplɔɪt,v  剥削； 充分利用; n  英勇行为,"to treat someone unfairly by asking them to do things for you, but giving them very little in return – used to show disapproval; a brave and exciting adventure that someone has had",Homeworkers can easily be exploited by employers.,sholvoir;gre;exam;core,
sprint,sprɪnt,v  短距离全速奔跑,to run very fast for a short distance,Sergeant Horne sprinted to the car.,sholvoir;gre;exam;core,
errand,'ɛrənd,n  差使； 差事,"a short journey in order to do something for someone, for example delivering or collecting something for them",I seemed to spend my life running errands for people.,sholvoir;gre;exam;core,
flamboyant,flæm'bɔɪənt,adj  艳丽的， 显眼的， 炫耀的,behaving in a confident or exciting way that makes people notice you,He lifted his arms in a flamboyant gesture .,sholvoir;gre;exam;core,
entangle,ɪn'tæŋɡl,v  使卷入,"to involve someone in an argument, a relationship, or a situation that is difficult to escape from",Bureaucracy can entangle applications for months.,sholvoir;gre;exam;core,
amity,'æməti,n  友好关系,"friendship, especially between countries",a spirit of perfect amity,sholvoir;gre;exam;core,
garnish,'gɑrnɪʃ,v  装饰,to add something to food in order to decorate it,She had finished the vegetables and was garnishing the roast.,sholvoir;gre;exam;core,
repellent,rɪ'pɛlənt,adj  令人厌恶的,very unpleasant,She found him physically repellent.,sholvoir;gre;exam;core,
stun,stʌn,v  使震惊， 打晕,to surprise or upset someone so much that they do not react immediately,Redfern stunned the crowd with a last-minute goal.,sholvoir;gre;exam;core,
ethics,‘ɛθɪks,n  伦理学； 道德规范,Ethics are moral beliefs and rules about right and wrong,Refugee workers said such action was a violation of medical ethics.,sholvoir;gre;exam;core,
suspense,sə'spɛns,n  悬念； 挂念,a feeling of excitement or anxiety when you do not know what will happen next,"Come on then, tell me what happened; the suspense is killing me (= I feel very excited or anxious because I do not know what will happen next ) .",sholvoir;gre;exam;core,
multicellular,",mʌlti'sɛljəlɚ; ,mʌltaɪsɛljəlɚ",adj  多细胞的,consisting of many cells,a multicellular organism,sholvoir;gre;exam;core,
mollify,'mɑlɪfaɪ,v  安慰， 安抚,to make someone feel less angry and upset about something,He attempted to mollify her.,sholvoir;gre;exam;core,
assessment,ə'sɛsmənt,n  估价， 评价,"a process in which you make a judgment about a person or situation, or the judgment you make",a reading assessment test,sholvoir;gre;exam;core,
autonomy,ɔ'tɑnəmi,n  自治， 自主,freedom that a place or an organization has to govern or control itself,campaigners who want greater autonomy for Corsica,sholvoir;gre;exam;core,
unmoved,",ʌn'muvd",adj  无动于衷的， 冷漠的,"feeling no pity, sympathy, or sadness",Mr. Bird remained unmoved by the corruption allegations.,sholvoir;gre;exam;core,
eulogy,'jʊlədʒi,n  颂词， 颂文,"a speech or piece of writing in which you praise someone or something very much, especially at a funeral",The minister delivered a long eulogy.,sholvoir;gre;exam;core,
melon,'mɛlən,n  甜瓜,a large round fruit with sweet juicy flesh,...some juicy slices of melon.,sholvoir;gre;exam;core,
kindle,'kɪndl,v  着火， 点燃,"if you kindle a fire, or if it kindles, it starts to burn",I came in and kindled a fire in the stove.,sholvoir;gre;exam;core,
cephalic,sɪ'fælɪk,adj  头的， 头部的,of or relating to the head ,Having a short broad head with a cephalic index of over80.,sholvoir;gre;exam;core,
nefarious,ni'fεəriəs,adj  极恶毒的， 邪恶的,evil or criminal,nefarious activities such as drug trafficking and fraud,sholvoir;gre;exam;core,
inroad,'inrəud,n  袭击； 进展,to make some progress towards achieving something difficult,We haven’t made much of an inroad into the backlog of work.,sholvoir;gre;exam;core,
testy,'tɛsti,adj  暴躁的， 易怒的,impatient and easily annoyed,testy remarks,sholvoir;gre;exam;core,
lasting,'læstɪŋ,adj  持久的， 永久的,"strong enough, well enough planned etc to continue for a very long time",The reforms will bring lasting benefits.,sholvoir;gre;exam;core,
tortuous,'tɔrtʃuəs,adj  曲折的， 拐弯抹角的； 弯弯曲曲的,"a tortuous path, stream, road etc has a lot of bends in it and is therefore difficult to travel along",a tortuous path over the mountains to Kandahar,sholvoir;gre;exam;core,
unwarranted,ʌn'wɔrəntɪd,adj  没有根据的,,Any attempt to discuss the issue of human rights was rejected as an unwarranted interference in the country's internal affairs.,sholvoir;gre;exam;core,
rigidity,rɪ'dʒɪdəti,n  严格； 坚硬， 僵硬,,,sholvoir;gre;exam;core,
counterclockwise,'kaʊntɚ'klɑk'waɪz,adj&adv  逆时针方向的,"If something is moving counterclockwise, it is moving in the opposite direction to the direction in which the hands of a clock move",The dance moves in a counterclockwise direction.,sholvoir;gre;exam;core,
narcotic,nɑr'kɑtɪk,adj  麻醉的， 催眠的; n 麻醉剂,a narcotic drug takes away pain or makes you sleep; a type of drug which makes you sleep and reduces pain,...hormones that have a narcotic effect on the immune system.,sholvoir;gre;exam;core,
paucity,'pɔ:siti,n  少量； 缺乏,less than is needed of something,Even the film's impressive finale can't hide the first hour's paucity of imagination.,sholvoir;gre;exam;core,
calamity,kə'læməti,n  大灾祸， 不幸之事,a terrible and unexpected event that causes a lot of damage or suffering,It will be a calamity for farmers if the crops fail again.,sholvoir;gre;exam;core,
strand,strænd,v  搁浅; n 股，缕,"to leave or drive (ships, fish, etc) aground or ashore or (of ships, fish, etc) to be left or driven ashore ; a single thin piece of thread, wire, hair etc",She tried to blow a grey strand of hair from her eyes.,sholvoir;gre;exam;core,
accomplish,ə'kɑmplɪʃ,v  完成， 做成功,"to succeed in doing something, especially after trying very hard",We have accomplished all we set out to do.,sholvoir;gre;exam;core,
constituent,kən'stɪtʃuənt,n  成分； 选区内的选民,someone who votes in a particular area,He told his constituents that he would continue to represent them to the best of his ability.,sholvoir;gre;exam;core,
platitudinous,ˌplætɪ'tuːdənəs,adj  陈腐的,,"It has lived because readers appreciate a refreshing stimulus, an irreverent reminder that they live in a world of platitudinous thinking, cheap moralizing, and foolish philosophy.",sholvoir;gre;exam;core,
repercussion,",ripɚ'kʌʃən",n  反响； 反应， 影响； 回声,"the effects of an action or event, especially bad effects that continue for some time",,sholvoir;gre;exam;core,
packed,pækt,adj  压紧的， 压实的； 充满人的， 拥挤的,extremely full of people,a packed courtroom,sholvoir;gre;exam;core,
preoccupation,"prɪ,ɑkju'peʃən",n  全神贯注， 专注； 使人专注的东西,"when someone thinks or worries about something a lot, with the result that they do not pay attention to other things",Karouzos's poetry shows a profound preoccupation with the Orthodox Church.,sholvoir;gre;exam;core,
aplomb,ə'plɑm,n  沉着， 镇静,"If you do something with aplomb, you do it with confidence in a relaxed way",He delivered the speech with his usual aplomb.,sholvoir;gre;exam;core,
impracticability,ɪmˌpræktɪkə'bɪləti,n  无法实施； 不能实施的事项,,,sholvoir;gre;exam;core,
scud,skʌd,v  疾行， 飞奔,,,sholvoir;gre;exam;core,
impermeability,ɪmˌpɜːrmiə'bɪləti,n  不渗透性,,The effect of admixture on impermeability of concrete in frigid zone was studied the results of the test meet the requirements of design and construction.,sholvoir;gre;exam;core,
slippery,'slɪpəri,adj  滑的； 狡猾的,"something that is slippery is difficult to hold, walk on etc because it is wet or  greasy ","In places, the path can be wet and slippery.",sholvoir;gre;exam;core,
forum,'fɔrəm,n  辩论的场所， 论坛,a group of computer users who are interested in a particular subject and discuss it using  email  or the Internet,Members of the council agreed that was an important forum for discussion.,sholvoir;gre;exam;core,
contempt,kən'tɛmpt,n&v  轻视， 鄙视,a feeling that someone or something is not important and deserves no respect,The public is treated with contempt by broadcasters.,sholvoir;gre;exam;core,
vouch,vaʊtʃ,v  担保， 保证,,I can vouch for his honesty.,sholvoir;gre;exam;core,
pulpit,'pʊlpɪt,n  讲道坛,a raised structure inside a church that a priest or minister stands on when they speak to the people,The time came for the sermon and he ascended the pulpit steps.,sholvoir;gre;exam;core,
fulminate,'fʊlmɪnet,v  猛烈抨击， 严厉谴责,to criticize someone or something angrily,The newspapers fulminate against the crime.,sholvoir;gre;exam;core,
betray,bɪ'tre,v  背叛； 暴露,"to be disloyal to someone who trusts you, so that they are harmed or upset",He felt that she had betrayed him.,sholvoir;gre;exam;core,
apropos,",æprə'po",adj&adv  适当的)； 有关(with reference to； regarding),,He had nothing to say apropos of the latest developments.,sholvoir;gre;exam;core,
discretionary,dɪ'skrɛʃə'nɛri,adj  自由决定的,"not controlled by strict rules, but decided on by someone in a position of authority",the court’s discretionary powers,sholvoir;gre;exam;core,
gutless,'gʌtləs,adj  没有勇气的， 怯懦的,lacking courage or determination,"I should have had the support of my team, but they were really gutless.",sholvoir;gre;exam;core,
occupation,",ɑkju'peʃən",n  工作， 职业； 占有， 占领,a job or profession,"Please state your name, address and occupation.",sholvoir;gre;exam;core,
charter,'tʃɑrtɚ,n  特权或豁免权,a law or official decision that seems to give someone the right to do something most people consider morally wrong,Reducing the number of police is just a thieves’ charter.,sholvoir;gre;exam;core,
apex,'epɛks,n  顶点， 最高点,the top or highest part of something pointed or curved,the apex of the roof,sholvoir;gre;exam;core,
aspire,ə'spaɪr,v  渴望， 追求， 向往,to desire and work towards achieving something important,,sholvoir;gre;exam;core,
burdensome,'bɝdnsəm,adj  繁重的， 劳累的,causing problems or additional work,These charges are particularly burdensome for poor parents.,sholvoir;gre;exam;core,
narrow,'næro,adj 狭窄的；狭隘的; v  变窄,"measuring only a small distance from one side to the other, especially in relation to the length; to make something narrower or to become narrower",The stairs were very narrow.,sholvoir;gre;exam;core,
bastion,'bæstɪən,n  保垒， 防御工事,"something that protects a way of life, principle etc that seems likely to change or end completely",Pearl Harbor was the principal American bastion in the Pacific.,sholvoir;gre;exam;core,
abrasive,ə'bresɪv,adj  研磨的,"having a rough surface, especially one that can be used to clean something or make it smooth",Smooth down with a fine abrasive paper.,sholvoir;gre;exam;core,
passively,'pæsɪvli,adv  被动地， 顺从地,,"No matter what caused the problems, we have no reason to passively accept them.",sholvoir;gre;exam;core,
decadence,'dɛkədəns,n  衰落， 颓废,behaviour that shows that someone has low moral standards and is more concerned with pleasure than serious matters,But even your dreams will be but a pale shadow of my true decadence.,sholvoir;gre;exam;core,
contradict,'kɑntrə'dɪkt,v  反驳， 驳斥,"to disagree with something, especially by saying that the opposite is true","Deborah opened her mouth to contradict, but closed it again.",sholvoir;gre;exam;core,
ecological,'ikə'lɑdʒɪkl,adj  生态的； 生态学的,"connected with the way plants, animals, and people are related to each other and to their environment",an ecological disaster,sholvoir;gre;exam;core,
fleeting,'flitɪŋ,adj  短暂的； 飞逝的,lasting for only a short time,a fleeting smile,sholvoir;gre;exam;core,
momentous,mo'mɛntəs,adj  极为重要的， 重大的,"a momentous event, change, or decision is very important because it will have a great influence on the future",a momentous decision,sholvoir;gre;exam;core,
allegiance,ə'lidʒəns,n  忠诚， 拥护,"loyalty to a leader, country, belief etc",an oath of allegiance,sholvoir;gre;exam;core,
forte,'fɔrte,adj  强音的; n 长处，特长,played or sung loudly,Hirudoid/ Hirudoid forte promote the absorption of oedema and haematoma.,sholvoir;gre;exam;core,
gravel,'ɡrævl,n  碎石， 砂砾,"small stones, used to make a surface for paths, roads etc",a gravel path,sholvoir;gre;exam;core,
dissonant,'dɪsənənt,adj  不和谐的， 不一致的,discordant; cacophonous ,"The so-called noise is chaotic, dissonant sounds, and more than normal people psychology, the volume of the hearing.",sholvoir;gre;exam;core,
converge,kən'vɝdʒ,v  聚合， 集中于一点； 汇聚,to come from different directions and meet at the same point to become one thing,The two rivers converge into one near Pittsburgh.,sholvoir;gre;exam;core,
pertinent,'pɝtnənt,adj  有关的， 相关的,directly relating to something that is being considered,He asked me a lot of very pertinent questions .,sholvoir;gre;exam;core,
supercilious,",supɚ'sɪlɪəs",adj  目中无人的,behaving as if you think that other people are less important than you – used to show disapproval,supercilious wine waiters,sholvoir;gre;exam;core,
debility,dɪ'bɪləti,n  衰弱， 虚弱,"weakness, especially as the result of illness",physical and mental debility,sholvoir;gre;exam;core,
malediction,",mæli'dikʃən",n  诅咒,a wish that something bad will happen to someone,"With her dying breath, Queen Dido pronounced a malediction on Aeneas and all his descendants.",sholvoir;gre;exam;core,
epitomize,ɪ'pɪtəmaɪz,v  概括， 摘要,,,sholvoir;gre;exam;core,
pauper,'pɔpɚ,n  贫民； 乞丐,someone who is very poor,The poor pauper paused on purpose to pawn a porpoise.,sholvoir;gre;exam;core,
vacillate,'væsileit,v  游移不定， 踌躇,"to continue to change your opinions, decisions, ideas etc",,sholvoir;gre;exam;core,
surreptitious,",sɝrəp'tɪʃəs",adj  鬼鬼祟祟的,done secretly or quickly because you do not want other people to notice,Rory tried to sneak a surreptitious glance at Adam’s wristwatch.,sholvoir;gre;exam;core,
spineless,'spaɪnləs,adj  没骨气的， 懦弱的,lacking courage and determination – used to show disapproval,a bunch of spineless politicians,sholvoir;gre;exam;core,
elucidate,ɪ'lusɪdet,v  阐明， 说明,to explain something that is difficult to understand by providing more information,The full picture has not yet been elucidated.,sholvoir;gre;exam;core,
umpire,'ʌmpaɪɚ,v  对…进行仲裁; n 仲裁者,An umpire is a person whose job is to make sure that a sports contest or game is played fairly and that the rules are not broken,He umpired baseball games.,sholvoir;gre;exam;core,
downpour,'daʊnpɔr,n  倾盆大雨,a lot of rain that falls in a short time,...sheltering from a sudden downpour of rain.,sholvoir;gre;exam;core,
askew,ə'skju,adj&adv  歪斜的,not quite straight or in the right position,Matilda ran towards us with her hat askew.,sholvoir;gre;exam;core,
imponderable,ɪm'pɑndərəbl,adj  无法衡量的,,The effect of his new method is imponderable.,sholvoir;gre;exam;core,
endue,ɪn'djuː,v  赋予， 授予,"to invest or provide, as with some quality or trait ",He prayed to God night and day endue him with the spirit of holiness.,sholvoir;gre;exam;core,
cloudburst,'klaʊdbɝst,n  大暴雨,a sudden short rainstorm,All of a sudden a storm broke – a regular cloudburst.,sholvoir;gre;exam;core,
dispel,dɪ'spɛl,v  驱散， 消除,"to make something go away, especially a belief, idea, or feeling",We want to dispel the myth that you cannot eat well in Britain.,sholvoir;gre;exam;core,
supplicate,'sʌplikeit,v  恳求， 祈求,to make a humble request to (someone); plead ,"A man can scarce allege his own merits with modesty, much less extol them; a man cannot sometimes brook to supplicate or beg; and a number of the like.",sholvoir;gre;exam;core,
ignominious,",ɪɡnə'mɪnɪəs",adj  可耻的； 耻辱的,making you feel ashamed or embarrassed,an ignominious end to his career,sholvoir;gre;exam;core,
spice,spaɪs,v  给…调味; n 香料,"If you spice something that you say or do, you add excitement or interest to it; a type of powder or seed, taken from plants, that you put into food you are cooking to give it a special taste",They spiced their conversations and discussions with intrigue.,sholvoir;gre;exam;core,
pedagogy,'pɛdə'godʒi,n  教育学， 教学法,the practice of teaching or the study of teaching,Phenomenological pedagogy calls for the rediscovery and return of human spirits in educational practice.,sholvoir;gre;exam;core,
autonomous,ɔ'tɑnəməs,adj  自治的； 自主的,an autonomous place or organization is free to govern or control itself,They proudly declared themselves part of a new autonomous province.,sholvoir;gre;exam;core,
perception,pɚ'sɛpʃən,n  感知， 知觉； 洞察力,Someone who has perception realizes or notices things that are not obvious,It did not require a lot of perception to realize the interview was over.,sholvoir;gre;exam;core,
vandalism,'vændəlɪzəm,n  恶意破坏,"the crime of deliberately damaging things, especially public property","...a 13-year-old boy whose crime file includes violence, theft, vandalism and bullying.",sholvoir;gre;exam;core,
catalyze,"'kætə,laɪz",v  促使； 激励,,,sholvoir;gre;exam;core,
undertake,",ʌndɚ'tek",v  承担； 担保， 保证,"When you undertake a task or job, you start doing it and accept responsibility for it",She undertook the task of monitoring the elections.,sholvoir;gre;exam;core,
byproduct,"'baɪ,prɑdəkt",n  副产品； 副作用,A byproduct is something that is produced during the manufacture or processing of another product,The raw material for the tyre is a byproduct of oil refining.,sholvoir;gre;exam;core,
